Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
Is there any possibility for 3 people to live in,,,,,1,,,,
"Hi, I would like to know does the lift reached directly from the ground level to apartment floor or there is a flight of stairs to the lift?",,,,1,,,,,
"Good evening, Ma'am/Sir! I am Robbie Tamayo, a student from the Ateneo de Manila University. Our organization, Ateneo Psyche, will be having a planning and evaluation seminar this coming Dec 15-17, will it be possible to book your venue for this asap? So far it appears to be available on those dates. ALTHOUGH our issue is that do you accept cash payments sometime during the duration of our stay? Since we are mostly college students, we dont have our own credit accounts yet. Also, just in case there might be a bit more than 15 of us, will it be okay if we just bring our own sleeping bags? Looking forward to your response. Thank you so much and god bless. - Robbie Tamayo +-- ---- ----",1,,,,1,,,,
"Cheng, Could you tell me how to get your apartement from Changi airport",,,,,,1,,,
Can I see a bedroom and bathroom ? How much per night? How far from orchard road,,1,1,,1,,,,
My son and I are coming to Tel Aviv to visit my Daughter who lives near the German Colony. Can you send me a quote and let me know how far I am from the German Colony. Thank you.,,1,1,,,,,,
Hi is available on 24 Dec - 26 Dec?,1,,,,,,,,
"MichelleThis is Dave and jenny Hawley from next door can you call us please. We were wondering if we could rent your apartment from Thursday 24, 25 and 26. My sister, partner and girl and boy 7 and 9 are coming up from Melbourne and they were staying with us but I have the flu and trying to find alternate accommodation. My number is +-- ---- ----. If so just wondering the cost per night? There doesn't seem to be anyone in there this week? Unfortunately we only need 3 nights.",1,1,,,,,,,
Hi!We are coming from Dubai and coming to Mumbai mainly for shopping (Dadar area & Santa Cruz). Could you give us some more information about the accomodation please? Is it available for this period? and what's the easiest way to get to these places if you can suggest. Thanks,1,,,,,,,,
"Can you please tell me the size of each bed in each of the 3 bedrooms. Si the AC central or window/wall units? If not central AC, then is there an ACA unit in each room? Last, how much of a walk/subway ride to Central Park, NYU and Columbia University? Thanks for your prompt, detailed reply.",,,1,1,,,,,
"hello my names hannah myself and 3 other girls are looking to stay in rosebud for the week, just wondering if the $1960 includes bond and if you have any age requirementsthankyou",,1,,,,,,,
"HiMy name is Mohamed and I live in Qatar, although a British NationalI'm currently working here in the property Management field (rest assured your property will be in good hands).you have a lovely place. I would like to book it for my stay in Dubai,Please advise how far is it from burn Khalifa and if it's available and any discount you can offer.Thank you.",1,,1,,,,1,,
"Hi, i want to rent your villa from 26-28.febr 2016... But it seems not available...maybe if there's any cancel you can contact me.Thank you, Novi.",,,,,,,,,1
"Hi, sorry to bother. My name is nay. I'm from Astro Production. I would like to know if you are interested in sponsoring your cottage for our shooting purpose. If you are, and ee are hoping you do, kindly contact -----@-----.--- would be awesome if u cancontaact me asap. Thanks!",,,,,,,,,1
"Hi, is this apartment available from October 2nd to 5th?",1,,,,,,,,
Good daymy husband and I are interested in a holiday home or villa of 100% privacy. That means for us that no one in the garden and can see the pool. Is ensured with them?I'd prefer to book from 10/01/2016 to 17/01/2016Many thanks and best regards from SwitzerlandDemir,,,,,,,,,1
"Good MorningI search a Villa to rent with 6 Bethrooms and 6 Bathrooms for a year from December 01, 2015Best RegardsGiorgio Cappuccio+-- ---- ----",,,,,,,,,1
Saw your place and very interested in booking itMy travel dates are 10/21/15 to10/27/15Please let me know if your place will be open,1,,,,,,,,
"HiI was thinking about making a booking during the Xmas or either new year week for 7 days. We are a group of 8 adults that come with 9 kids ( so total in bodies would be 17). All expect 1 child(who just turned 12 yesterday) is under 7, so most of them would share a bed or mattress with a sibling or share a bed with a parent. In your price you've advertised does that include children or jst adults? And if so, cos were over your max.12 ppl limit do we have to pay full price for the extra 5 children. Reading your detail section, we do not need any extra beds or mattress, cos as I said earlier the kids share a bed with there siblings. In your price that's stated in U.S. Dollars, is that for per night or for the week? Jst want to make it clear that's all, but I pretty much get the idea. Also cos off the time we want to stay, which is either fall during the Xmas or new year period, do we have to pay extra for that? Would u b so kindly b able to give me a total price for 8adults and 9 children to stay for 7 days either on the week or Xmas or new year. ThanksChristinaPs if u would like to contact me you can either email me on -----@-----.--- or txt me on +-- ---- ----. You can call me but cos I'm always busy with the kids I might not b able to answer so u can leave a voice mail or txt and I'll get back to you straight away. Thanks",,1,,,,,,,
What is the full adress??? how i have to contact you???can you give me your contact so that i can call you ??,,,,,,1,,1,
HiWe would like to move in today or tomorrow for 10 days,,,,,,,,,1
Sorry your apartment is to Small for us.,,,,,,,,,1
"Hello,How are you? My name is David, and I'm coming down to Coronado for work. We are doing a Mercedes Benz Press Event at the Hotel Del Coronado. The client and journalists will be at the hotel; I need to find a place to stay for me and my staff. I'm wondering if your place is available from 2/17-2/29? If so, what's the rate? I will be with my staff, about 6 of us from LA. We will be working long days, so this is purely just for sleep & showers, unfortunately. David SmithMidway Group",1,1,,,,,,,
"Hi, I'm looking for an impressive, and a bit luxurious space to have my merchandise release party before the summer is completely over. I'm looking to have about 20 adults, male and female, but I only want them outside, or around the pool area, with the refreshments and merchandise. Would that be possible to have a gathering of that size for that type of occasion at this location?",,,,,1,,,,
"Hello. We are a family of 2 adults and 2 choldren (8 and 11). We will be visiting Kyoto from March 26-30. Your place looks beautiful and suitable for us. Please let us know your availability and rates. Thank you for your time and looking forward to hear from you soon.Regards, Thong",1,1,,,,,,,
"Hi Tracy,I'm intrested in staying at your villa in September and I was just wondering if there was a deposit I could pay to secure the booking??Thank youLauirce",,1,,,,,,,
Please confirm availability,1,,,,,,,,
Hello!Thank you for responding!We have 2 more questions1. As I see you have 2 types of villas. Which one we gone book for this price and what the difference in price,,1,,,,,,,
"Hi, I would like to Travel with my family in Dec and stay in your apartment. However, we will arrive in the morning (12 Dec) and depart in the evening (18 Dec). So, I'm wondering is it possible to just put our belongings in the house before the official check in time??Looking forward to your soonest reply... Thanks.",,,,,1,,,,
Do you have your apartment available for tomorrow night dec. 26? We are an older couple traveling with our 23 year old daughter from the USA and visiting Japan. thanks.Maria Valenzuela,1,,,,,,,,
"I am interested in your apartment and I have some questions We are 5 persons (2 adults, 2 kids, 1 baby) is it ok with you or not?This apartment is in which floor because I saw an elevator in your photos?We are going to stay at your apartment for four nights from 1st April to 5Thank you very much.",,,,1,1,,,,
"Would you please tell me where is the closed station? Many thanks!Regards,Megan Tung",,,,,,,,,
Do you offer discounts if we stay for 12 days?,,,,,,,1,,
"Sir, I would like to book a homestay for a group of 35 person. Do you have any more homestay that we can also book? -Hamizi Asyraf, Secretary of German-Malaysian Institute Chess Club.",1,,,,,,,,
"Hello, we are interested in the rental and will have a rental car. What is the parking situation? Thanks,Paul",,,,,,,,,1
Hi!are you from Your Dream Private Beach House?,,,,,,,,,1
We are six junior-year girls from Butler University looking to have a relaxing week on the beach. I wanted to make sure that you had these dates (March 5-11) available before we made the payment.,1,,,,,,,,
Hello. I'm interested in renting the 3 Bedroom Superior Suite for the week of March 19-26. We are a family of 6 adults with one child (child will be staying with the parents in the existing bed). Is it still available for those dates?,1,,,,,,,,
Hi. Interested in thee above dates. Many thanks,1,,,,,,,,
"John, I would like to rent your unit from 10/18/15 to 11/17/15 while I am in Makati exploring some business ventures. I recently returned from the Philippines after leading a church medical mission to help the victims of typhoon Yolanda in Tacloban city in may of this year. I was impressed by the needs of the people and yet humbled by their warm reception and thanks for the work that our church members did. I want to come back and help more with the church but also pursue some business interests. I look forward to meeting you and your family and renting your beautiful unit while I am there. Feel free to send me any questions that you have. Sincerely Dan Jones",,,,,,,,,1
Hello ask ko lang:1. if may parking space for guest?2. if rental fee is hindi nagbabago coz im planning to rent on december for a few daysyung nilagay kong travel dates ay not final thanks,,1,,,,,,,
"Are you interested in leasing out for long term like 6 months, if yes kindly share your contact information at -----@-----.--- and the rates also",1,,,,,,,,
"Hi,This is Pankaj from India. We are planning a family holiday in Feb. 2016. I saw your appartment can it accomodate 4 adults and 2 kids. Please let me know and also how can we do the booking.ThanksPanlkaj",,,,,,,,1,
"I have 2 children both 7 years old by the time of check-in date. I would like to confirm if they count as guests though your guidelines stated only children above 9 years old count as guest. If not, should I include them in the guest list?",,,,,1,,,,
pls advise if desired dates are available. thanx. email me at -----@-----.---. thanx again,1,,,,,,,,
"Hi, we are a family of 4 (2 adults and 2 very well behaved kids) from Singapore, in Phuket from 22-28 December. Please advise if this property is available. We arrive at Phuket Airport at about 9.20 pm at night, so will need a late check in on a Tuesday night, please also advise if this can be arranged. Thank you! Poonam",1,,,,1,,,,
"Hello, I am interested in renting your apartment between 30 October and 25 November. We need wifi, parking, kitchen and 6 single beds. Is that possible to arrange? What would be the final price? Our budget for the trip is 4200€/6471SGD. We would really appreciate if our company could stay in your apartment, because it's the closest to where they will be installing a playground for kids that we found. Thanks a lot for your effort!Regards, Julia from Slovakia",,1,,1,,,,,
"Hi, just wanted to ask few questions. Are there any hidden charges? Are bills inclusive of the price? Will there be a cleaner, is this inclusive? Can we get you to arrange transport too and from airport for us? Is WiFi and tv free to use? Can you send us more info on the property? Child is with us",,1,,,1,,,,
"Hello Soner, Together with my family we are trying to find a place for family reunion! I guess my sister is bothering you at this time as well. I have a question about Eskidji apartment. It seems it has 2 bathrooms. Do both of them have toilets? I know it sounds weird but my parents require two separate toilets. Although we are 6-7 people but this apartment will suit us just fine! :) cheers! Aman",,,,1,,,,,
"As a visiting professor of USC I am looking for an appartement for the above mentioned period. However the price for this appartment is totally unclear to me since two different prices are mentioned. Could you give me some indication of the price for à two monthly stay in a one bedroom appartment?Thanks, Johannes Kuenen",,1,,,,,,,
"Hi,We are looking for an apartment to accomodate us five near the beach, ideally with amenities and supermarket near by :) is this what we are looking for? Please let us know, we are ready to book, G.",,,1,,,,,,
"Hello,Can you please send through some photos from inside the appartment?? Bedrooms, kitchen facilities, laundry etc.Regards Leeanne",,,,,1,,,,
"Hi, my best friends birthday is 11/20. I'm trying to plan a trip to Miami for her. What is the price for dates 11/18-11/22? Thanks look forward to hearing from you!",,1,,,,,,,
"Good morning Albert. I plan to visit Hongkong in March next year with my family and would like to stay in Mongkok apartment. The 5 guests I indicated include myself, my wife and 3 children ages 14, 7 and 6. We have a 1 year old infant that my wife wants to bring with us. Is the infant free of charge or should I indicate 6 guests to include the infant?I hope you can clarify this to me.Thanks,Eduardo P. Uy",,1,,,,,,,
I am interested in booking your place. Is it available on my travel dates?,1,,,,,,,,
"Hi Carmen,My name is Rosli from Singapore.Appreciate if you able to confirm availability for the said dates. And, is the rental for the whole apartment?Myself, wife and our 14yrs old daughter like what we saw from those pictures you posted.Your soonest response is greatly appreciated.Thanks & Best RegardsRosli",1,,,,,,,,
My wife and I would like to rent your apartment for the first three weeks in May. There are only two of us however we may have one or two guests for a few days at sometime during stay. We would like to talk to you at your convenience. We live in London and are 5 hrs. ahead of you. Could you email me your tel. phone no. and indicate a convenient time for me to call you? Thank you. Arthur Levi,,,,,,,,1,
Hi!My name is Christian and I'm intrested of renting the apt. How much is for one week? Best regards Christian,,1,,,,,,,
hi david i wanted an apartment for 8ppl actually so can u make some adjustment and also in the price so dat I can stay ther for 2 days... 31st nyt and 1st jan...,,1,,,,,,,
Is your property available? What is the cost? Thankyou,1,1,,,,,,,
"Hi!I'd be interested in renting this house for about a week. Before booking I'd like to understand better the exact position of this house. Is it really in Bandra east? Could I please have the complete address and some additional photos?Thanks!I wait for your reply,Monica Poli",,,,,,1,,,
HiCan you tell me if the living room area is enclosed.Thank you,,,,1,,,,,
"This is the message you sent me that my reservation was declined. There's still a pending charge on my credit card for $651. I expect this charge to be gone in the next few days. if not i will be forced to contact you again. Hello Jojie I,Sorry, your reservation request was declined by the Host.Property Name:Sleek Bondi Beach PadHost Name:Carolina G STravel Dates:Nov 18 - Nov 22, 2015Number of nights:4No. of Guests:4Cancellation policy:StrictSearch similar »Important: When you make a booking request, travelmob authorizes your credit card or PayPal payments to make sure the accounts are valid. This authorization is voided immediately and released back to the payment method if your reservation request expires or has been declined. At times, your bank may take a few days to reinstate this amount back to you. We suggest you give it a few days and if you don’t see the amount given back to you, please contact your bank. Need help? Send us an email at support@travelmob.com.",,,,,,,,,1
Want to see the apartment for three month stay. In Ho Chi Minh now,1,,,,,,,,
"Hello , I am looking for budget service apartment for short term stay (23rd Dec to Jan 3rd)with my wife in Singapore. Please do let me know if you any vacancies.Also do let me know where exactly the place is and near by MRT.Regards,Satheesh+-- ---- ----",1,,1,,,1,,,
Pls revert with details and rent?,1,,,,,,,1,
"Hi, Kerene here.We are also residents at The Eden, and we are currently looking for an apartment to stay for around 20 nights, due to on-going renovations at our house. Wondering if you are keen to take us in from the period of 13th july-31st July. Thank you!",1,,,,,,,,
"Hi there. My wife and I are visiting our son and his family in Sydney for a few weeks. Do you have availability for this period? If so, can you confirm best price for period. Look forward to hearing from you",1,1,,,,,,,
"I want see the place, is it possible and can I telpone with you?",,,,,1,,,1,
"Hello, I would love to book your private house for 1 month but would like to double check that there is a kitchen? Also Does the price include all bills? Thank you. Kind regards holly.",,1,,1,,,,,
Dear SirI am looking for somewhere to stay in Kyoto around cherry blossom time. At the moment the above dates are quite arbitrary as I need to arrange flights and discuss with other family members.My party of 4 would be made up the young (teenager) to the not-so-young (60s). Would your accommodation be suitable for such a group? It would be our first time of travel to Japan. Are there plenty of good places to eat near to your accommodation?Any information would be helpful. Thank you.,,,1,,1,,,,
"Hi May,Good day, I will be visiting Singapore for medical check-up on 17th of this month. I have appointment with doctor on 19th. On his advice my stay can be extended up 3 weeks. Initially i am planning for a week. We will be two person staying in the room. Husband and wife. We want attached bathroom. Could you please let me know safe is the local community and what will be rent per night. Thanks & regardsRumi",,1,,1,,,,,
Is the accommodation available for booking on 16 to 18 March 2016?-----@-----.---+-- ---- ----,1,,,,,,,,
"HiI am interested in this apartment for our trip to Sydney.I wanted to double check that the apartment is definitely available for the dates given above.Also is that the final price of the apartment?Thanks and I look forward to your response.Regards,Pierce",1,1,,,,,,,
"Hi...! This is Jun Cruz from Osaka, Japan... Just want to ask if you provide parking slot... Thanks and God bless...!",,,,1,,,,,
"Hello!I am very interested in renting out your apartment for Memorial Day Weekend. Is it available for May 26 - May 30? We would love to book as soon as possible if the dates are open. I look forward to hearing back from you!Thank you,Marina",1,,,,,,,,
"hello, I am kiara it will be my birthday at the time",,,,,,,,,1
My friend and I are traveling nurses and looking for a place to stay for 13 weeks. What would you charge monthly or for the 3 months?,,1,,,,,,,
I'm currently living in Portland but originally from Nagoya. I'd like to bring my American friends to show how beautiful Kyoto is. There is a possibility of adding another friend but it's 6 people for now. Is it avaable on Oct 26 for one night?,1,,,,1,,,,
"Hi. Can I know if the above units have swimming pools? Because I'm actually looking for an apartment with swimming pool. As I've seen another website posting the same house picture with swimming pool available. And I've actually booked this apartment last night from here and will be visiting Ipoh on 11th of Feb. So I would like to check if swimming pool is available for this unit? And is there a probability that i can change to another unit with swimming pool under your listings, if this unit do not have a swimming pool? As I saw your other listings with pool just now.",,,,1,,,,,
"Hi,we are interested on your condo for the days above.Can you please tell me what floor is this one?an email from you with more information, will be appreciated.Thanks,Patricia",,,,,,1,,1,
"Greetings,Would like to check if your home is available at the above dates?Thank you very much!Regards,James Tan",1,,,,,,,,
"Hi, I previously enquired for another apartment but you led me to this one, I would like to know how far is this apartment from the airport and I would like to know how to get there? By the way I am paying for the entire apartment right? Thanks in advance Looking forward to finalizing this deal with you.",,1,,,,1,,,
"I would like to book this apartment and the VRBO site doesn't seem to be working... can you confirm that it will be $1,500ish for the week of +-- ---- ---- to 12-7-15.. thanks! Aron",,1,,,,,,,
"I just want to know if you would allow twelve pax to stay overnight - all female -young adults - not for party reasons, we need the place for our overnight team planning. If the calendar is updated, I will be booking it asap.",,,,,1,,,,
Can we know the exact address of this apartment?,,,,,,,,,
"Hello, I'm looking for an apartment for my family to use next summer. Please let me know if your apartment is ok for young children as our kids are all under 9 years old. Also, do you offer any discounts for a long term rental such as ours?Thank you for your time,Samantha",,,,,1,,1,,
"Hello I with two friends want to book here at 29/2-3/3, 5/3-7/3.but in the middle day.........could u mind save the luggage for us these two day .thanks",,,,,1,,,,
How much for per night for whole unit? I would like to book for 2 nights for my family stay about 6 people.,,1,,,,,,,
"We are 11 students and 3 teachers coming to Montreal for two nights nd three days. Kids are very well behaved eight graders. Last year we used vrbo in Washington and were very pleased. Hoping for 3 bathrooms, but...your location is great.",,,,,,,,,1
I know we are planning far in advance. Would you be able to hold the reservation with a minimal deposit?,,,,,1,,,,
"hi there my name is Raj dua living in usa , visiting delhi for about 3 weeks to meet family, freinds & visit few places , have wife and 2 kids age 4 & 2 , saw the apartment would like to know the total charges for the apartment during that 3 week stay & also is this a ground floor apartment ?if not then what floor is it on and does it have elevator , thanks Raj",,1,,1,,,,,
"Hi Shane, (I also sent a message regarding another property) My wife, two children and I are headed to Bangkok in October for our third child. We had a condo reserved with someone that we had rented from previously, but he informed us that he has to sell it. Now, we are looking for a new option.The condo before was located at Parkland Srinakarin which was a perfect option -- pool, kids area, etc. Here's a short list of our preferences:-60sqm or bigger-2 bedroom-pool-fully furnishedCan you give me a special monthly price? Also, we have two kids, so they will be in addition to us, but I didn't think that counted as a guest. Thank you!Jacob",,,,,1,,1,,
"My husband and I are visiting Tel Aviv, 8/6/16 - 8/14/16, with our two adult sons (24 & 26 years old). We are looking for a non-smoking, pet free, centrally located apt. Does this describe your apt? Is it available? What is the rate per night? Thank you,Marjorie",1,1,,,,,,,
"hi,i wanted to know that if i book this place does this include parking spot or not?",,,,1,,,,,
"Hi there. Im interested with your property for lease from September 23 to October 2. Im from Manila, Philippines and my husband and I just want to visit our daughter who's in Melbourne University. Is there a discount on your rate? Is your place accessible to free tram rides? How far is it from Brunswick where she stays? Thank you.Evelyn Sy Nunga",,,1,,,,1,,
"Hello,Is the apartment available for these dates? What would be the price if we rent the apartment for 4 months?",1,1,,,,,,,
"Hello,My family are flying from the UK to spend Christmas in Sydney as a family and this prperty looks ideal to meet their needs. Please confirm availability for the following dates 16/12/15-2/1/16 and best avualble rates. If the prperty is available for dates requested, would it be possible for me to view it on their behalf next week?I look forward too hearing from you. Best wishes,Daisy +-- ---- ----",1,1,,,1,,,,
"Hola!I requested Dec 26- Jan 18, however, what would a monthly rate/rental be? Your property is lovely! We look forward to your response! Thank you!",,1,,,,,,,
"I am from a travel agency in KL and wish to organise a small group of 12 pax to penang for 1 night at Cozy Vacation apartment on 28 Oct, 2016.Require 3 bedroom apartment x 2 units, preferably adjoining or at least same floor.Kindly quote your best rate.Will confirm immediately if quote is attractive.",,1,,,,,,,
"we are having a teambuilding near the area for 12pax,how much will be the additional charge for additional mattress seeing that the bedrooms will only fit for 6persons only.is there an available HDMi TV (flatscreen that we can connect HDMi)?can we also adjust the date, 8pm (Sat) to 2pm (Sun)? if we not, is it possible to lower down the price since we'll be checking in at 8pm?Thanks.",,,,1,,,1,,
"Hello! Is your condo available from December 26 to December 29, 2015? Is your internet service reliable? How old is your mattress and is it a queen bed or king bed?Thank you! Lydia",1,,,1,,,,,
Just wanted to confirm your home is available for rent from 3/30/16-4/2/16? I get a total price of 790.00 and was wondering how you handle pool/jacuzzi heat?Thanks,1,,,1,,,,,
"hi, pls send me pictures of your -------.--- it near a mtr station?Im staying with my family of 4, 2 adults and 2 kids.I want to have a nice place and a child-friendly environment for my kids. Please give me exact address of your place , too.",,,,1,1,1,,,
"Hi shofi, We have book your apartment today wth Booking Order Id: IBCH0-AQXW-AESD. please kindly email us your contact no and where to collect the keys. thank you",,,,,,,,,1
"Hi ,i would like to check if this property is available from 13/12/2015 to 25/12/2015, i will be traveling with my wife, sister, & 6y daughter. i appreciate your respond.thank you",1,,,,,,,,
We are interested in your property for Sept 19--23. We were wondering how close you are to transportation and how much is parking per day. The location looks great. Thank you. Mary Alice,,1,,,,1,,,
"Good morning: I am traveling to Dubai for vacations with my wife and two kids (18 and 15 years old), and I want to know if we can rent your apartment. Please let me know availability and rates from December 29, 2015 to January 5, 2016. Thank you very much.",1,1,,,,,,,
"Hi,I am interested in your property for our trip to Tokyo and I had a question about the amount of people that would be staying. We have 6 adults staying from 3/30-4/2 and 2 will be leaving on the 2nd leaving 4 staying from 4/2-4/4. Will there be a price difference since less people will be staying for the last 2 nights? Also, on 4/4 we don't leave till later at night and just wondering if we would be able to leave our luggage somewhere while we continue to explore the city?Thank you!",,1,,,1,,,,
"Dear Harold,Can you please let me know whether this apartment is available for these nights. I am staying in Singapore with my wife and 12 year old son on our way from Sydney to LondonAll the best Dr. William Price",1,,,,,,,,
"Greetings! I am very interested in staying in your lovely accommodations. I understand that it is very close to Tokyo Tower, midtown, and Roppongi. Do you have any recommended tips for travel around Tokyo? Is the metro the best way to travel? Best Regards, Marco",,,,,,,,,1
"Looking to rent for 8 adults. Can you please confirm availability during the period 5 Feb and 11 Feb? Also how far is it from the airport in terms of travelling time?Thanks,Kuldip",1,,,,,1,,,
"We are very interested in staying at your property, but have a very tight budget for our time in Hong Kong. What is your best price if we book in the next 24 hours?Thanks so much for your help!Allison",,,,,,,1,,
Hi goodafternoon ...may I ask how much is the monthly rental and is water and electricity included in the rental o hiwalay ang bayad?..how about association dues.thanks.madel,,1,,,,,,,
"Hello,My name is Peter. I live and work in San Francisco, California. I am coming to Bali for vacation for 8 days. I am interested in renting this beautiful home for 3 nights 9/3 -9/6. is it available?thank you very much, Peter Norris -----@-----.---M",1,,,,,,,,
"Hi there. I will be visiting to Kyoto from tokyo on the dates above and if we are able to book those dorms, how do we get the keys from you? Will we also be able to meet you to get the keys from you?",,,,,,,,,1
"HI, i just want to ask, my family is going to singapore for family trip, and interested on renting your apartment, but we have some question, since you just write the guest is max 6 people, we are 8 adults, with 1 infant and 2 children, can you accept that? and also wondering is your place is near to MRT ? and is your apartment available on August 23 to 26?please reply our msg asap, thank youStephanie-Bandung Indonesia",1,,1,,1,,,,
Dear Mr HaroldMy husband and I are going on a cruise and are interested in staying in this apartment prior.We would be arriving between 8 and 9pm as our flight comes in at 7.30 approx.Many thanks Cindy,,,,,,,,,1
Do you provide extra mattress for childrens?We have 6 adults & 3 childrens.,,,,1,,,,,
Couple questions:What floor is your apartment on?What is the size in square meters?Any discount for staying for 3 weeks?Thank you!,,,,1,,1,1,,
"Hello,We are three 留学生 from the Netherlands and we'd like to visit Osaka this weekend. Is it possible to book a room with 2 girls and one guy from the 9th till the 12th? よろしくお願いしますTamara Boerma",1,,,,,,,,
Hi I am Anusha. I live in USA and planning to visit Sri Lanka on March 30th. I really like your house. Just wondering whether your house is available for 4-5 days.Thanks,1,,,,,,,,
"Hi! Hello! I'm Ysai Perez from Cebu Philippines :) I'd like to inquire if you have an available room for January 29-31? :) and if yes, how much would the rate be? How near/far is the nearest station? :) Thank you sooo much!! :)",1,1,1,,,,,,
"Hi,we family (2+2 children) intersted to stay for 3 nights i.e check in at 10 am at 6 dec and leave at 10 am on 9 dec ,please let me it is suitble for children and mention total price my no +-- ---- ----sunil",,1,,1,,,,,
I want to hire from 21 to25 wifi is there for us also how to contact you ASAP pLEASE can you helpThanksImad +-- ---- ----,,,,1,,,,1,
"Hi Anat,I found this studio in the internet and now got connected to travel mob. I have a few questions and I'm not sure if you received my previous message. I believe this is the only studio that you're renting, right? It looked at first as they were several on offer… is it possible to make a reservation as I haven't booked a flight yet.Thank you, looking forward to hearing from you :)Dana",,,,,1,,,,
Hello do you have a local contact number. I would like to have a look at the villa tomorrow,,,,,,,,1,
"Dear Takanori:I'm Lo, my fiancé and I are from Taiwan, and we are planning to go to Osaka on March 20th to 24th, and we are interested in your house because it looks clean and safe. We would like to know if the room is still available during the dates? and the total fee should be 5,578,right? Moreover, I don't see any shower equipment, do we need to take a bath outside? or it just not shows on the pic ? Thank you! sincerely, Lo",1,1,,1,,,,,
"Horacio,Has the air conditioning been fixed? Also, is your accommodation available for the dates selected?",1,,,,,,,,
i have two small children a 2 year old and four year old is this okay,,,,,1,,,,
can i get your contact number? how much is the exact cost per day?,,1,,,,,,1,
Can I see some more pictures of your home stay? Thanks,,,,,1,,,,
"Would like to book this condo, please let me know how to book it and pay for it, thanks.",,1,,,,,,,
"Dear RosalieI am hoping to book this apartment for my sister, two nieces and I between 6 January 2016 to 11 January 2015. This will be our first holiday together and am I wanting to know if this is close to the city and the total cost. I am wanting to surprise my nieces and sister and would appreciate if you will consider my request. Many thanks Antonia Vassallo - +-- ---- ----",,1,1,,,,,,
"I saw that your accommodation allow smoking, is there a smoking area? I don't like the smell of smoking, so that I hope there will be not the smell inside the room. And is this only for female? Any vacancy of the date I arrive?",1,,,,1,,,,
May I have your contact number for further details enquiry and could we have a look at your place before we book?,,,,,,,,1,
"Good Evening. We are trying to book a villa for our next Bali trip in April. Is it available for 11 nights from 3rd April and if so, how much would it be (we would only use 2 bedrooms). Family of two adults and two kids aged 4&6yo. Thank you Lauren Neilen",1,1,,,,,,,
"Hi your home looks lovely ,myself and family are coming to Goa the 18th Dec to 1st January, wanted to know if it's free and how much, my husband,son 11 and daughter 5. Thank you look forward to hearing from you ,",1,1,,,,,,,
"Hello - I see that your property is available for Oct 12 - 17. Can you please let me know the rate and details on how to book this? Also - Are the pictures online current? Thanks, Marydawn",,1,,,1,,,,
is there any room available,1,,,,,,,,
"Hi Alexander, Hope you are well. I was wondering if its possible to hire your place for 1-2 nights on the 23rd of January. Its for a girls weekend away. As much as we would love to stay for 5 nights we cant be away from our kids for that long:) If we could arrange something and get back to me that would be fab! thanks so much Alexander, ook forward to hearing from you. Kind Regards Sophie",1,,,,,,,,
i interest yours. privete bathroom or sharing? do you have kitchen?,,,,1,,,,,
"Hello,I am plan to get married in January. I am interested in renting out this appartment for me, my fiance, my cousin and her fiance. If the place is available, would you please email me so we can talk more into detail about renting the place. Also just to make sure I am reading correctly, to rent out the place it will be $717.00 correct? l look forward to hearing back from you.kind regards, Cathy",1,1,,,,,,1,
HelloIs this apartment available for us please? Best regardsMozhdeh,1,,,,,,,,
"Hi,Diana here. I would just like to ask if the unit is available this Saturday, Dec. 5 to Dec. 6? For 5-6 persons.And what time is it available to check in that day?Can we check in the morning?And also, do you allow pets in the unit?You may contact me in this number: +-- ---- ----Thanks and I hope to hear from you soon.",1,,,,1,,,1,
"Hi there, wanting to book room for 7 days starting tomorrow, Saturday 17 October at the advertised price for couples of 320$. If I book through travelmob the cost for 7 days is 584$, am I able to book directly with you instead?",,1,,,,,,,
"Dear sir/mdm, i would really like to rent the place, but i only need it for one night, is it possible for you to rent it out for one night only, i am willing to pay a bit more if necessary, thank you",1,,,,,,,,
We are coming to Delhi on 25th February for 3 days to attend a Ring Ceremony. We are 14 of us and we are looking for a good service apartment in Tilak Nagar area specifically but we can do with other places too. I request you to send me the details of my enquiry soon so that we can plan ahead.,,,,,,,,1,
"Hi Anna, I am Eddie Mak from Hong Kong. I have a meeting with our supplier just next to your house and also I would like a short hoilday in TW.",,,,,,,,,1
"Hello Hugo, My husband and I are travelling to Bali with our two young adult daughters and very close friend and my sister in law.We are hoping to book your villa, can you please confirm availability from 7 to 16 June. Is there a bedroom with two beds? Look forward to hearing back.Thank you Sharyn",1,,,1,,,,,
mobile number please send,,,,,,,,1,
Do you hv unit for 1 person under S$2000/month for 4 months from nov 1? (not the dates indicared above),1,,,,,,,,
"Hi Eric,we are 2 couples travelling from singapore from 30 Dec to 3 Jan for the new year eve party. Is your place still available?Vivian",1,,,,,,,,
#ERROR!,,,,,,,,,1
Hi can i have your contact number? Please advice.I have 12 guest here.,,,,,,,,1,
"hi, im looking for honeymoon package, a suprise trip with my wife, room with private pool/jacuzi and nice view from room :)thanks.",,,,,,,,,1
"Hi, i may be coming to Sgp on 26-29 December, do u have apt that available for 7 people?",1,,,,,,,,
"I would like to book this on 25th Dec night, pls contact me if this room is still available. chie enn +-- ---- ----",1,,,,,,,,
"Hi Inna,I just want to inquire if we can get additional discount since we are going to rent the house for 2 weeks. Also, if we have one more person join the house for few days how is there a provision for additional bed? Thank you for your response.",,,,1,,,1,,
